Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1739,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,25-245,1999,31.7,1252,1032,216,7,0,2,97,209,0,0,0,0,904,4,55,Matches
1740,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27-349,1997,28.0,931,911,17,0,7,1,72,17,0,0,0,0,701,3,38,Matches
1741,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-047,1997,25.7,1872,1610,256,25,2,11,150,220,10,1,8,0,1559,6,28,Matches
1742,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,28-039,1997,5.0,127,120,7,0,4,1,9,1,2,2,0,0,74,0,15,Matches
1743,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-103,1989,25.6,1468,1443,19,11,5,11,23,3,5,1,2,0,1285,6,25,Matches
1744,Jakub Moder,pl POL,MF,Brighton,eng Premier League,26-027,1999,0.1,22,22,0,0,0,0,1,0,0,0,0,0,18,0,0,Matches
1745,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,25-209,1999,5.4,248,198,50,1,1,1,19,49,0,0,0,0,183,0,8,Matches
1746,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,39-237,1985,16.7,1574,1420,152,73,10,21,87,3,76,34,23,1,1382,2,11,Matches
1747,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,5.0,103,101,1,0,1,0,1,0,0,0,0,0,69,1,2,Matches
1748,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25-344,1999,0.5,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1749,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-157,1997,12.6,215,197,16,0,1,0,4,1,0,0,0,0,137,2,9,Matches
1750,Johan Mojica,co COL,DF,Mallorca,es La Liga,32-256,1992,27.3,1402,1097,294,26,2,7,119,267,1,0,1,0,1029,11,48,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1751,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,21-001,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1752,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,21-216,2003,27.4,938,910,25,11,9,1,27,6,2,0,1,0,766,3,23,Matches
1753,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-028,1998,16.0,1077,906,165,13,1,5,50,143,9,3,6,0,859,6,35,Matches
1754,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-166,1991,2.7,106,91,14,2,0,0,13,1,10,2,8,0,83,1,4,Matches
1755,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26-356,1998,22.9,965,864,96,40,1,9,100,5,43,14,16,0,721,5,19,Matches
1756,Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,,,0.6,17,16,1,1,0,0,2,0,0,0,0,0,10,0,4,Matches
1757,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,28-123,1997,1.3,78,64,14,2,0,0,3,11,1,0,0,0,68,0,1,Matches
1758,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-073,1996,34.0,1012,614,388,109,0,3,0,0,0,0,0,0,501,10,1,Matches
1759,Mikey Moore,eng ENG,"FW,MF",Tottenham,eng Premier League,17-266,2007,2.1,67,61,6,0,0,0,12,1,5,2,0,0,48,0,3,Matches
1760,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,32-193,1992,12.2,268,249,19,2,3,5,13,0,0,0,0,0,202,0,4,Matches
1761,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23-308,2001,8.9,244,229,13,8,1,0,0,3,0,0,0,0,181,2,10,Matches
1762,Diego Moreira,pt POR,"DF,MF",Strasbourg,fr Ligue 1,20-271,2004,27.0,1246,1093,148,26,6,6,87,113,9,4,3,0,962,5,30,Matches
1763,Alberto Moreno,es ESP,DF,Como,it Serie A,32-303,1992,18.2,1026,859,164,31,1,4,48,133,0,0,0,0,849,3,18,Matches
1764,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31-330,1993,10.6,428,338,86,1,3,1,19,85,0,0,0,0,308,4,10,Matches
1765,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-027,1992,7.2,269,255,10,0,1,1,10,0,0,0,0,0,204,4,9,Matches
1766,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,21-222,2003,1.6,71,67,4,4,0,1,2,0,0,0,0,0,58,0,3,Matches
1767,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,28-151,1996,20.9,676,646,25,2,2,5,53,20,3,0,2,0,507,5,27,Matches
1768,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-063,2000,5.4,253,216,36,1,0,0,15,35,0,0,0,0,191,1,7,Matches
1769,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-105,2003,19.3,839,812,23,18,3,10,5,4,0,0,0,0,726,4,5,Matches
1770,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-112,1999,14.4,665,640,23,19,2,4,7,2,1,0,1,0,594,2,3,Matches
1771,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-053,1998,12.4,753,694,58,31,1,8,32,1,18,0,13,0,606,1,10,Matches
1772,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,22-150,2002,22.2,669,585,79,16,5,11,125,23,40,15,11,0,438,5,25,Matches
1773,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,33-236,1991,27.6,1280,1232,42,41,2,5,12,0,0,0,0,0,1103,6,22,Matches
1774,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,19-218,2005,0.9,38,37,1,1,0,0,0,0,0,0,0,0,30,0,0,Matches
1775,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20-311,2004,32.9,1798,1713,81,49,0,6,1,21,0,0,0,0,1643,4,8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1776,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,25-196,1999,14.3,314,298,15,0,1,0,2,1,0,0,0,0,217,1,9,Matches
1777,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-002,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3,Matches
1778,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,27-002,1998,22.0,527,496,31,2,4,6,36,6,0,0,0,0,382,0,22,Matches
1779,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19-285,2005,8.2,375,358,16,9,0,0,2,0,0,0,0,0,325,1,4,Matches
1780,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,24-025,2001,10.4,337,333,4,3,2,0,1,1,0,0,0,0,288,0,6,Matches
1781,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,20-165,2004,2.3,44,41,3,1,0,0,1,0,0,0,0,0,36,0,0,Matches
1782,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,30-217,1994,3.3,92,90,2,0,0,0,3,1,0,0,0,0,56,0,4,Matches
1783,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26-114,1999,4.2,154,145,9,5,0,0,9,1,3,3,0,0,123,0,4,Matches
1784,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,23-080,2002,17.5,592,551,38,19,1,2,3,15,0,0,0,0,462,3,7,Matches
1785,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22-335,2002,11.5,541,515,23,6,5,4,21,4,13,1,9,0,434,3,14,Matches
1786,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,20-191,2004,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1787,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,24-119,2001,1.7,42,40,2,0,1,0,7,0,2,0,0,0,28,0,1,Matches
1788,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,20-155,2004,12.2,593,587,4,0,1,2,3,2,0,0,0,0,528,2,14,Matches
1789,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,27-184,1997,10.0,607,527,79,12,0,1,13,67,0,0,0,0,488,1,15,Matches
1790,Florian Müller,de GER,GK,Freiburg,de Bundesliga,27-172,1997,7.4,290,223,65,15,0,1,0,0,0,0,0,0,195,2,0,Matches
1791,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,34-050,1991,31.7,1264,896,364,103,0,1,0,0,0,0,0,0,949,4,0,Matches
1792,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31-296,1993,5.3,218,172,46,12,0,0,0,0,0,0,0,0,154,0,0,Matches
1793,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,35-233,1989,12.0,571,541,28,6,5,3,40,9,0,0,0,0,433,2,14,Matches
1794,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26-332,1998,22.4,1085,1017,65,25,0,8,6,1,0,0,0,0,900,3,4,Matches
1795,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28-316,1996,9.8,172,165,7,0,1,0,6,1,0,0,0,0,125,0,3,Matches
1796,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28-316,1996,18.8,384,380,2,1,2,0,11,1,0,0,0,0,263,2,11,Matches
1797,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-000,2001,10.7,142,135,6,1,3,2,1,0,0,0,0,0,92,1,4,Matches
1798,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,27-261,1997,9.3,481,364,116,5,0,1,25,111,0,0,0,0,340,1,11,Matches
1799,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30-278,1994,15.2,741,607,133,12,0,2,25,113,0,0,0,0,590,1,13,Matches
1800,Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28-343,1996,31.9,1324,1046,273,24,2,2,60,247,2,0,0,0,1004,5,35,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1801,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-180,2002,5.6,256,252,4,2,1,0,5,1,0,0,0,0,203,0,8,Matches
1802,Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,30-065,1995,27.8,1141,1054,84,21,3,18,51,49,3,0,1,1,890,3,28,Matches
1803,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,26-178,1998,18.0,633,485,143,49,0,3,0,0,0,0,0,0,454,5,0,Matches
1804,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22-304,2002,32.5,1304,1137,155,108,8,19,12,2,0,0,0,0,1016,12,6,Matches
1805,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-010,1994,19.4,413,403,6,0,3,2,9,0,0,0,0,0,253,4,15,Matches
1806,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,30-069,1995,23.2,869,822,39,5,3,6,108,20,14,1,0,0,593,8,46,Matches
1807,Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,21-180,2003,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
1808,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,22-156,2002,15.7,647,617,29,7,3,2,24,21,1,0,0,0,558,1,11,Matches
1809,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22-067,2003,20.0,942,914,23,2,14,2,8,6,7,0,0,0,778,5,33,Matches
1810,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26-302,1998,1.9,98,87,11,3,1,0,14,2,6,3,2,0,71,0,1,Matches
1811,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,29-028,1996,4.3,291,280,10,10,4,5,0,0,0,0,0,0,255,1,0,Matches
1812,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30-363,1994,1.0,33,17,16,2,0,0,0,0,0,0,0,0,17,0,0,Matches
1813,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30-363,1994,1.0,29,13,15,4,0,1,0,0,0,0,0,0,23,1,0,Matches
1814,Kingstone Mutandwa,zm ZAM,"MF,FW",Cagliari,it Serie A,22-119,2003,1.0,25,22,2,0,0,0,1,0,0,0,0,0,17,1,0,Matches
1815,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21-358,2003,8.6,355,334,20,12,1,4,15,1,7,6,1,0,293,1,3,Matches
1816,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21-358,2003,3.3,147,144,3,3,0,1,0,0,0,0,0,0,133,0,1,Matches
1817,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-095,1994,26.5,1156,932,217,10,2,2,71,195,12,5,1,3,874,7,35,Matches
1818,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25-340,1999,31.2,1220,970,247,13,2,2,91,234,0,0,0,0,908,3,21,Matches
1819,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27-349,1997,22.3,1084,912,171,13,2,1,23,157,1,0,0,0,883,1,25,Matches
1820,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,25-257,1999,34.0,2260,2147,110,53,0,4,0,5,0,0,0,0,2077,3,7,Matches
1821,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,24-189,2000,2.3,47,45,2,0,0,0,9,0,2,1,0,0,34,0,1,Matches
1822,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,21-144,2003,0.1,15,12,3,0,0,0,1,3,0,0,0,0,13,0,1,Matches
1823,Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,25-051,2000,9.2,265,255,9,0,1,0,22,8,0,0,0,0,195,1,7,Matches
1824,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,16-247,2008,1.9,48,46,1,0,0,0,0,0,0,0,0,0,40,1,1,Matches
1825,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,26-025,1999,14.5,838,784,51,16,0,4,1,22,0,0,0,0,719,3,8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1826,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-061,1999,22.6,1252,1169,83,44,1,1,1,3,0,0,0,0,1124,0,8,Matches
1827,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,21-157,2003,4.0,229,215,13,9,1,0,6,0,3,1,0,0,199,1,9,Matches
1828,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19-310,2005,4.8,226,193,33,4,0,2,29,29,0,0,0,0,174,0,8,Matches
1829,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24-280,2000,28.4,726,696,27,5,3,9,50,9,4,1,2,0,538,3,26,Matches
1830,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22-353,2002,22.1,762,675,85,14,10,1,62,9,52,20,24,0,604,2,13,Matches
1831,Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19-302,2005,1.7,66,53,13,0,0,0,4,13,0,0,0,0,50,0,3,Matches
1832,Matija Nastasić,rs SRB,DF,Leganés,es La Liga,32-037,1993,22.6,833,796,34,30,0,2,0,2,0,0,0,0,687,3,4,Matches
1833,Natan,br BRA,DF,Betis,es La Liga,24-087,2001,19.2,1000,944,53,41,0,7,2,10,0,0,0,0,883,3,0,Matches
1834,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-009,2005,7.2,409,349,58,13,0,1,2,45,0,0,0,0,361,2,2,Matches
1835,Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,23-022,2002,14.2,473,451,17,5,5,0,29,5,7,2,2,0,357,5,13,Matches
1836,Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,39-164,1985,4.7,262,237,24,4,0,4,33,19,1,0,0,0,203,1,7,Matches
1837,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24-289,2000,24.0,891,876,10,8,2,1,7,2,0,0,0,0,737,5,13,Matches
1838,Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,26-189,1998,21.5,1316,1237,74,52,2,5,2,6,0,0,0,0,1177,5,9,Matches
1839,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-059,2000,25.0,672,645,25,5,2,2,38,5,10,4,0,2,543,2,21,Matches
1840,Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,20-036,2005,2.9,48,44,4,0,1,0,0,0,0,0,0,0,31,0,3,Matches
1841,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-144,2001,11.8,433,408,22,10,1,2,29,1,10,9,0,0,320,3,13,Matches
1842,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,28-139,1996,23.9,965,942,20,11,4,3,30,9,0,0,0,0,775,3,23,Matches
1843,Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19-295,2005,3.0,121,96,23,1,0,0,5,22,0,0,0,0,91,2,4,Matches
1844,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,28-127,1996,12.6,476,457,15,14,6,0,3,0,0,0,0,0,415,4,3,Matches
1845,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,20-281,2004,2.8,123,120,2,1,0,1,3,1,0,0,0,0,95,1,4,Matches
1846,Dan Ndoye,ch SUI,FW,Bologna,it Serie A,24-191,2000,21.8,660,641,17,3,6,9,43,12,1,0,1,0,487,2,25,Matches
1847,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,22-206,2002,23.1,1031,981,47,9,12,4,96,20,17,4,9,1,756,3,53,Matches
1848,Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,19-139,2005,1.4,53,41,12,1,0,0,1,11,0,0,0,0,47,0,0,Matches
1849,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-139,2005,4.3,213,173,38,1,0,0,16,37,0,0,0,0,171,2,1,Matches
1850,Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,34-109,1991,24.3,1088,946,136,12,1,2,70,124,0,0,0,0,821,6,25,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1851,Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,24-131,2000,0.8,42,40,2,0,0,0,0,2,0,0,0,0,32,0,2,Matches
1852,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,25-145,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1853,Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,25-145,1999,5.4,268,261,6,0,2,2,23,1,5,3,1,0,232,1,2,Matches
1854,Victor Nelsson,dk DEN,DF,Roma,it Serie A,26-202,1998,2.1,120,114,6,2,0,0,0,4,0,0,0,0,106,0,0,Matches
1855,David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,24-047,2001,21.7,1028,967,58,30,0,3,7,1,0,0,0,0,893,3,14,Matches
1856,David Neres,br BRA,FW,Napoli,it Serie A,28-062,1997,13.6,524,476,47,4,3,0,89,8,34,9,19,1,395,1,19,Matches
1857,Neto,br BRA,GK,Bournemouth,eng Premier League,35-289,1989,2.0,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0,Matches
1858,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-056,2000,21.4,787,711,75,14,0,5,131,12,46,16,10,5,618,1,20,Matches
1859,Luca Netz,de GER,DF,Gladbach,de Bundesliga,21-354,2003,10.8,528,449,78,10,0,0,16,68,0,0,0,0,428,1,12,Matches
1860,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-038,1986,20.0,859,786,72,22,1,0,0,0,0,0,0,0,740,1,1,Matches
1861,Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,28-049,1997,4.1,209,198,10,7,0,3,8,2,0,0,0,0,174,1,2,Matches
1862,João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,20-219,2004,19.8,1595,1501,91,34,10,17,15,47,0,0,0,0,1454,3,13,Matches
1863,Yvan Neyou,cm CMR,MF,Leganés,es La Liga,28-121,1997,24.0,1020,990,21,20,2,9,14,1,0,0,0,0,870,9,13,Matches
1864,Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24-343,2000,2.2,84,77,7,2,0,1,11,0,5,4,0,0,65,0,1,Matches
1865,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20-294,2004,7.6,534,494,38,26,0,2,1,10,0,0,0,0,473,2,6,Matches
1866,Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,20-071,2005,3.2,57,49,8,0,0,0,2,0,0,0,0,0,37,0,4,Matches
1867,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,18-273,2006,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1868,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-057,1996,27.3,1688,1585,101,39,3,6,3,26,0,0,0,0,1534,2,11,Matches
1869,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,23-024,2002,16.0,750,716,32,29,0,6,2,0,0,0,0,0,640,2,3,Matches
1870,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,26-054,1999,10.5,190,170,18,2,1,2,2,0,0,0,0,0,130,2,4,Matches
1871,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22-331,2002,5.8,314,300,14,11,0,1,0,0,0,0,0,0,285,0,0,Matches
1872,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-049,1997,6.9,385,374,11,9,1,0,0,1,0,0,0,0,339,0,3,Matches
1873,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27-195,1997,18.2,794,693,101,41,0,1,0,0,0,0,0,0,669,0,1,Matches
1874,Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24-320,2000,28.8,1236,1105,128,70,4,21,65,0,43,20,12,0,977,3,25,Matches
1875,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-017,2001,1.2,41,40,1,0,1,1,0,1,0,0,0,0,27,0,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1876,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,21-334,2003,0.3,12,10,2,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1877,Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,30-164,1994,15.6,583,571,10,3,3,4,18,3,1,1,0,0,454,2,15,Matches
1878,Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19-355,2005,4.4,95,89,5,0,1,1,6,5,0,0,0,0,63,1,1,Matches
1879,Tamás Nikitscher,hu HUN,MF,Valladolid,es La Liga,25-182,1999,6.3,211,206,5,5,0,1,0,0,0,0,0,0,195,0,1,Matches
1880,Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20-319,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1881,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,24-170,2000,10.3,233,227,5,0,1,1,18,4,0,0,0,0,144,1,14,Matches
1882,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25-339,1999,9.8,220,211,9,0,2,0,5,1,0,0,0,0,165,0,12,Matches
1883,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,24-184,2000,4.2,234,198,34,8,1,1,23,26,0,0,0,0,161,2,10,Matches
1884,Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,27-171,1997,10.2,334,327,7,1,2,1,4,0,2,0,0,0,299,0,3,Matches
1885,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,24-206,2000,15.4,843,831,11,11,3,9,5,0,0,0,0,0,739,1,12,Matches
1886,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-141,1998,4.2,98,94,4,0,1,0,6,1,0,0,0,0,63,0,8,Matches
1887,Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26-321,1998,13.0,332,316,13,3,3,0,35,8,0,0,0,0,232,3,15,Matches
1888,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,de Bundesliga,26-321,1998,0.9,48,39,9,2,0,1,9,6,1,0,1,0,34,0,2,Matches
1889,Brooke Norton-Cuffy,eng ENG,"DF,MF",Genoa,it Serie A,21-112,2004,4.1,153,123,29,3,0,0,4,26,0,0,0,0,110,1,6,Matches
1890,Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,25-301,1999,9.4,244,228,15,0,3,3,14,2,0,0,0,0,183,1,9,Matches
1891,Hugo Novoa,es ESP,"DF,MF",Alavés,es La Liga,22-123,2003,2.6,69,59,10,0,0,1,7,10,0,0,0,0,53,0,3,Matches
1892,Plamedi Nsingi,,MF,Nantes,fr Ligue 1,24-138,2000,0.2,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
1893,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-149,1997,12.5,223,209,13,0,0,0,4,0,0,0,0,0,144,1,9,Matches
1894,Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,21-184,2003,11.7,448,432,14,1,2,1,30,5,8,4,3,0,358,2,18,Matches
1895,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,28-216,1996,32.0,1252,1048,198,83,0,2,0,0,0,0,0,0,956,6,1,Matches
1896,Gustavo Nunes,br BRA,"MF,FW",Brentford,eng Premier League,19-165,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1897,Matheus Nunes,pt POR,"DF,MF",Manchester City,eng Premier League,26-250,1998,16.6,1109,994,114,10,2,8,39,96,7,5,0,0,957,1,22,Matches
1898,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25-314,1999,11.3,208,203,4,0,1,6,2,2,0,0,0,0,147,1,13,Matches
1899,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,28-094,1997,6.5,310,296,14,12,0,7,0,0,0,0,0,0,271,0,0,Matches
1900,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,de Bundesliga,20-017,2005,16.2,531,499,28,10,8,1,35,17,1,0,1,0,392,4,16,Matches
