Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1783,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26-114,1999,4.2,0,10,3,30.0,2.41,0.72,0.00,0.00,15.8,0,0,0,1.5,1.5,0.15,-1.5,-1.5,Matches
1784,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,23-080,2002,17.5,0,11,3,27.3,0.63,0.17,0.00,0.00,16.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
1785,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22-335,2002,11.5,0,19,3,15.8,1.66,0.26,0.00,0.00,22.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1786,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,20-191,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1787,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,24-119,2001,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches
1788,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,20-155,2004,12.2,0,11,2,18.2,0.90,0.16,0.00,0.00,22.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1789,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,27-184,1997,10.0,1,7,3,42.9,0.70,0.30,0.14,0.33,15.8,0,0,0,1.4,1.4,0.20,-0.4,-0.4,Matches
1790,Florian Müller,de GER,GK,Freiburg,de Bundesliga,27-172,1997,7.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1791,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,34-050,1991,31.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1792,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31-296,1993,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1793,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,35-233,1989,12.0,1,26,10,38.5,2.16,0.83,0.04,0.10,15.9,0,0,0,3.3,3.3,0.13,-2.3,-2.3,Matches
1794,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26-332,1998,22.4,2,10,3,30.0,0.45,0.13,0.20,0.67,12.9,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
1795,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28-316,1996,9.8,1,15,5,33.3,1.54,0.51,0.07,0.20,14.8,0,0,0,3.0,3.0,0.20,-2.0,-2.0,Matches
1796,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28-316,1996,18.8,4,32,10,31.3,1.70,0.53,0.13,0.40,13.2,0,0,0,4.0,4.0,0.12,0.0,0.0,Matches
1797,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-000,2001,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,+2.2,+2.2,Matches
1798,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,27-261,1997,9.3,0,5,0,0.0,0.54,0.00,0.00,,32.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1799,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30-278,1994,15.2,3,9,5,55.6,0.59,0.33,0.33,0.60,14.5,0,0,0,0.9,0.9,0.10,+2.1,+2.1,Matches
1800,Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28-343,1996,31.9,4,32,12,37.5,1.00,0.38,0.13,0.33,12.3,0,0,0,4.6,4.6,0.14,-0.6,-0.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1801,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-180,2002,5.6,0,9,0,0.0,1.61,0.00,0.00,,25.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1802,Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,30-065,1995,27.8,1,24,6,25.0,0.86,0.22,0.04,0.17,21.4,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
1803,Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,26-178,1998,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1804,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22-304,2002,32.5,1,23,5,21.7,0.71,0.15,0.04,0.20,22.7,3,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1805,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-010,1994,19.4,7,48,16,33.3,2.48,0.83,0.10,0.31,11.9,0,2,3,9.5,7.1,0.15,-2.5,-2.1,Matches
1806,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,30-069,1995,23.2,8,41,15,36.6,1.77,0.65,0.20,0.53,18.1,0,0,0,5.6,5.6,0.14,+2.4,+2.4,Matches
1807,Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,21-180,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1808,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,22-156,2002,15.7,0,21,5,23.8,1.34,0.32,0.00,0.00,19.1,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
1809,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,22-067,2003,20.0,12,68,31,45.6,3.40,1.55,0.18,0.39,15.1,0,0,0,9.3,9.3,0.14,+2.7,+2.7,Matches
1810,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26-302,1998,1.9,0,3,2,66.7,1.61,1.07,0.00,0.00,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1811,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,29-028,1996,4.3,1,11,3,27.3,2.56,0.70,0.09,0.33,18.4,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
1812,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30-363,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1813,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30-363,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1814,Kingstone Mutandwa,zm ZAM,"MF,FW",Cagliari,it Serie A,22-119,2003,1.0,0,4,0,0.0,3.87,0.00,0.00,,17.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1815,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21-358,2003,8.6,1,13,2,15.4,1.52,0.23,0.08,0.50,19.7,2,0,0,1.0,1.0,0.08,0.0,0.0,Matches
1816,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21-358,2003,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1817,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-095,1994,26.5,0,18,3,16.7,0.68,0.11,0.00,0.00,17.1,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
1818,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25-340,1999,31.2,0,12,0,0.0,0.38,0.00,0.00,,20.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1819,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27-349,1997,22.3,3,15,5,33.3,0.67,0.22,0.20,0.60,16.2,0,0,0,1.9,1.9,0.12,+1.1,+1.1,Matches
1820,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,25-257,1999,34.0,0,17,5,29.4,0.50,0.15,0.00,0.00,11.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1821,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,24-189,2000,2.3,0,8,2,25.0,3.48,0.87,0.00,0.00,19.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1822,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,21-144,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1823,Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,25-051,2000,9.2,2,24,13,54.2,2.61,1.41,0.08,0.15,15.4,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
1824,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,16-247,2008,1.9,0,3,0,0.0,1.56,0.00,0.00,,11.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
1825,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,26-025,1999,14.5,0,3,1,33.3,0.21,0.07,0.00,0.00,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1826,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-061,1999,22.6,1,5,2,40.0,0.22,0.09,0.20,0.50,13.5,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
1827,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,21-157,2003,4.0,1,8,3,37.5,2.02,0.76,0.13,0.33,18.4,1,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
1828,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19-310,2005,4.8,2,6,3,50.0,1.26,0.63,0.33,0.67,16.6,1,0,0,1.5,1.5,0.25,+0.5,+0.5,Matches
1829,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24-280,2000,28.4,11,79,32,40.5,2.78,1.13,0.14,0.34,16.5,1,0,0,8.9,8.9,0.11,+2.1,+2.1,Matches
1830,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22-353,2002,22.1,5,27,11,40.7,1.22,0.50,0.19,0.45,12.4,1,0,0,6.0,6.0,0.22,-1.0,-1.0,Matches
1831,Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19-302,2005,1.7,0,1,0,0.0,0.58,0.00,0.00,,7.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
1832,Matija Nastasić,rs SRB,DF,Leganés,es La Liga,32-037,1993,22.6,1,2,1,50.0,0.09,0.04,0.50,1.00,11.7,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
1833,Natan,br BRA,DF,Betis,es La Liga,24-087,2001,19.2,1,9,4,44.4,0.47,0.21,0.11,0.25,13.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1834,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-009,2005,7.2,0,1,0,0.0,0.14,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1835,Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,23-022,2002,14.2,1,18,6,33.3,1.27,0.42,0.06,0.17,16.2,0,0,0,2.0,2.0,0.11,-1.0,-1.0,Matches
1836,Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,39-164,1985,4.7,1,3,2,66.7,0.64,0.42,0.33,0.50,14.9,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
1837,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24-289,2000,24.0,0,19,3,15.8,0.79,0.12,0.00,0.00,15.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1838,Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,26-189,1998,21.5,3,11,4,36.4,0.51,0.19,0.27,0.75,15.0,0,0,0,0.9,0.9,0.08,+2.1,+2.1,Matches
1839,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,25-059,2000,25.0,7,32,13,40.6,1.28,0.52,0.16,0.38,17.4,0,2,2,5.2,3.6,0.11,+1.8,+1.4,Matches
1840,Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,20-036,2005,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,15.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
1841,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-144,2001,11.8,1,17,4,23.5,1.45,0.34,0.06,0.25,17.7,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
1842,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,28-139,1996,23.9,0,22,8,36.4,0.92,0.34,0.00,0.00,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0,Matches
1843,Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19-295,2005,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1844,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,28-127,1996,12.6,1,11,2,18.2,0.88,0.16,0.09,0.50,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4,Matches
1845,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,20-281,2004,2.8,0,1,0,0.0,0.36,0.00,0.00,,10.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1846,Dan Ndoye,ch SUI,FW,Bologna,it Serie A,24-191,2000,21.8,8,46,16,34.8,2.11,0.73,0.13,0.38,17.3,0,2,2,6.7,5.1,0.11,+1.3,+0.9,Matches
1847,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,22-206,2002,23.1,8,35,15,42.9,1.52,0.65,0.23,0.53,17.6,0,0,0,4.5,4.5,0.13,+3.5,+3.5,Matches
1848,Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,19-139,2005,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1849,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-139,2005,4.3,0,4,0,0.0,0.93,0.00,0.00,,16.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
1850,Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,34-109,1991,24.3,0,10,2,20.0,0.41,0.08,0.00,0.00,17.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1851,Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,24-131,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1852,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,25-145,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1853,Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,25-145,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1854,Victor Nelsson,dk DEN,DF,Roma,it Serie A,26-202,1998,2.1,0,1,0,0.0,0.48,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1855,David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,24-047,2001,21.7,0,4,1,25.0,0.18,0.05,0.00,0.00,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1856,David Neres,br BRA,FW,Napoli,it Serie A,28-062,1997,13.6,2,27,6,22.2,1.98,0.44,0.07,0.33,18.2,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
1857,Neto,br BRA,GK,Bournemouth,eng Premier League,35-289,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1858,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-056,2000,21.4,4,51,16,31.4,2.39,0.75,0.08,0.25,18.9,0,0,0,2.8,2.8,0.05,+1.2,+1.2,Matches
1859,Luca Netz,de GER,DF,Gladbach,de Bundesliga,21-354,2003,10.8,0,3,0,0.0,0.28,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1860,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-038,1986,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1861,Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,28-049,1997,4.1,0,9,3,33.3,2.21,0.74,0.00,0.00,20.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
1862,João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,20-219,2004,19.8,3,27,11,40.7,1.36,0.55,0.11,0.27,13.2,0,0,0,3.0,3.0,0.11,0.0,0.0,Matches
1863,Yvan Neyou,cm CMR,MF,Leganés,es La Liga,28-121,1997,24.0,1,14,2,14.3,0.58,0.08,0.07,0.50,25.2,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1864,Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24-343,2000,2.2,0,13,6,46.2,5.88,2.71,0.00,0.00,20.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1865,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20-294,2004,7.6,0,6,3,50.0,0.78,0.39,0.00,0.00,16.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1866,Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,20-071,2005,3.2,0,10,2,20.0,3.11,0.62,0.00,0.00,11.9,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
1867,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,18-273,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1868,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-057,1996,27.3,0,2,1,50.0,0.07,0.04,0.00,0.00,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1869,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,23-024,2002,16.0,1,9,2,22.2,0.56,0.13,0.11,0.50,8.7,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
1870,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,26-054,1999,10.5,3,29,10,34.5,2.77,0.95,0.07,0.20,14.6,0,1,1,5.7,4.9,0.17,-2.7,-2.9,Matches
1871,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22-331,2002,5.8,0,2,0,0.0,0.35,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
1872,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-049,1997,6.9,0,5,0,0.0,0.72,0.00,0.00,,8.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1873,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27-195,1997,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1874,Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24-320,2000,28.8,4,48,19,39.6,1.67,0.66,0.08,0.21,26.4,17,0,0,2.2,2.2,0.05,+1.8,+1.8,Matches
1875,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-017,2001,1.2,0,1,1,100.0,0.84,0.84,0.00,0.00,19.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1876,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,21-334,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1877,Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,30-164,1994,15.6,1,39,9,23.1,2.51,0.58,0.03,0.11,19.0,2,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
1878,Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19-355,2005,4.4,1,9,5,55.6,2.06,1.14,0.11,0.20,18.9,0,0,0,1.5,1.5,0.17,-0.5,-0.5,Matches
1879,Tamás Nikitscher,hu HUN,MF,Valladolid,es La Liga,25-182,1999,6.3,0,1,1,100.0,0.16,0.16,0.00,0.00,30.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1880,Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20-319,2004,0.1,0,2,0,0.0,15.00,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
1881,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,24-170,2000,10.3,3,30,8,26.7,2.90,0.77,0.10,0.38,14.5,0,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
1882,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,eng Premier League,25-339,1999,9.8,1,36,12,33.3,3.68,1.23,0.03,0.08,14.4,0,0,0,4.3,4.3,0.12,-3.3,-3.3,Matches
1883,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,24-184,2000,4.2,0,4,0,0.0,0.96,0.00,0.00,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1884,Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,27-171,1997,10.2,3,25,11,44.0,2.44,1.07,0.12,0.27,12.6,0,0,0,4.8,4.8,0.19,-1.8,-1.8,Matches
1885,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,24-206,2000,15.4,3,14,4,28.6,0.91,0.26,0.21,0.75,22.4,0,0,0,0.9,0.9,0.06,+2.1,+2.1,Matches
1886,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,de Bundesliga,26-141,1998,4.2,2,16,7,43.8,3.85,1.68,0.13,0.29,14.2,0,0,0,3.6,3.6,0.22,-1.6,-1.6,Matches
1887,Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26-321,1998,13.0,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,4.1,2.5,0.10,-0.1,+0.5,Matches
1888,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,de Bundesliga,26-321,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1889,Brooke Norton-Cuffy,eng ENG,"DF,MF",Genoa,it Serie A,21-112,2004,4.1,0,2,1,50.0,0.48,0.24,0.00,0.00,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1890,Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,25-301,1999,9.4,2,18,6,33.3,1.91,0.64,0.11,0.33,12.6,0,0,0,2.0,2.0,0.11,0.0,0.0,Matches
1891,Hugo Novoa,es ESP,"DF,MF",Alavés,es La Liga,22-123,2003,2.6,0,1,0,0.0,0.38,0.00,0.00,,9.7,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Matches
1892,Plamedi Nsingi,,MF,Nantes,fr Ligue 1,24-138,2000,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,10.9,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches
1893,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-149,1997,12.5,3,16,8,50.0,1.28,0.64,0.19,0.38,13.6,0,0,0,2.6,2.6,0.16,+0.4,+0.4,Matches
1894,Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,21-184,2003,11.7,3,28,13,46.4,2.40,1.11,0.11,0.23,17.3,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
1895,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,28-216,1996,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1896,Gustavo Nunes,br BRA,"MF,FW",Brentford,eng Premier League,19-165,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1897,Matheus Nunes,pt POR,"DF,MF",Manchester City,eng Premier League,26-250,1998,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,18.3,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches
1898,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25-314,1999,11.3,5,32,12,37.5,2.83,1.06,0.16,0.42,14.5,0,0,0,5.0,5.0,0.16,0.0,0.0,Matches
1899,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,28-094,1997,6.5,0,1,0,0.0,0.15,0.00,0.00,,3.3,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches
1900,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,de Bundesliga,20-017,2005,16.2,3,22,6,27.3,1.36,0.37,0.14,0.50,19.0,0,0,0,1.6,1.6,0.07,+1.4,+1.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1901,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,eng Premier League,18-044,2007,9.1,4,22,8,36.4,2.41,0.88,0.18,0.50,18.2,1,0,0,1.1,1.1,0.05,+2.9,+2.9,Matches
1902,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,34-236,1990,25.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1903,Allan Nyom,cm CMR,"DF,MF",Getafe,es La Liga,36-359,1988,7.7,1,8,4,50.0,1.04,0.52,0.13,0.25,16.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
1904,Rabby Nzingoula,cg CGO,MF,Montpellier,fr Ligue 1,19-160,2005,16.3,1,18,6,33.3,1.10,0.37,0.06,0.17,20.8,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
1905,M'Bala Nzola,ao ANG,FW,Lens,fr Ligue 1,28-259,1996,16.2,6,47,18,38.3,2.90,1.11,0.13,0.33,12.1,0,0,0,8.6,8.6,0.19,-2.6,-2.6,Matches
1906,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,fr Ligue 1,20-353,2004,1.4,0,2,1,50.0,1.44,0.72,0.00,0.00,24.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
