Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
1594,Marcão,br BRA,DF,Sevilla,es La Liga,28-333,1996,5.1,9,6,6,3,0,2,3,66.7,1,9,6,3,6,15,27,1,Matches
1595,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,30-288,1994,1.9,6,3,2,2,2,5,8,62.5,3,3,0,3,2,8,2,1,Matches
1596,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-114,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1597,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,36-020,1989,15.3,28,13,13,11,4,19,34,55.9,15,15,1,14,14,42,30,0,Matches
1598,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-297,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1599,Pablo Marí,es ESP,DF,Monza,it Serie A,31-246,1993,18.1,26,15,14,12,0,11,21,52.4,10,24,21,3,37,63,85,2,Matches
1600,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31-246,1993,8.2,7,3,6,1,0,3,6,50.0,3,12,8,4,18,25,75,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1601,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-104,1995,20.2,22,14,15,7,0,16,27,59.3,11,26,16,10,25,47,104,2,Matches
1602,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20-285,2004,9.4,22,9,14,8,0,9,15,60.0,6,14,8,6,18,40,53,1,Matches
1603,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-353,1995,1.2,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0,Matches
1604,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29-353,1995,3.5,2,2,2,0,0,0,3,0.0,3,2,0,2,1,3,10,0,Matches
1605,Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,es La Liga,20-029,2005,1.2,1,0,1,0,0,0,3,0.0,3,1,0,1,1,2,3,0,Matches
1606,Rafa Marín,es ESP,DF,Napoli,it Serie A,22-350,2002,1.6,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,4,0,Matches
1607,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-305,2003,9.6,20,13,5,10,5,7,14,50.0,7,10,3,7,3,23,13,0,Matches
1608,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-346,1996,14.9,21,12,8,11,2,13,25,52.0,12,6,0,6,2,23,20,2,Matches
1609,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-363,1994,23.0,35,20,21,13,1,19,31,61.3,12,25,12,13,38,73,130,1,Matches
1610,Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23-307,2001,23.7,53,23,31,20,2,29,43,67.4,14,41,13,28,36,89,105,2,Matches
1611,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-086,1999,11.1,11,6,2,7,2,7,15,46.7,8,15,1,14,5,16,3,0,Matches
1612,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-086,1999,16.1,12,8,0,3,9,3,7,42.9,4,7,1,6,2,14,2,0,Matches
1613,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-157,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,Matches
1614,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-355,1994,18.4,30,19,8,16,6,25,33,75.8,8,25,13,12,10,40,62,0,Matches
1615,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23-207,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1616,Ange Martial Tia,ml MLI,MF,Reims,fr Ligue 1,18-165,2006,0.9,3,2,1,2,0,1,4,25.0,3,3,0,3,1,4,3,0,Matches
1617,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-012,1997,30.9,68,45,40,24,4,31,47,66.0,16,31,10,21,18,86,65,1,Matches
1618,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,23-012,2002,14.5,39,20,15,16,8,13,49,26.5,36,30,1,29,5,44,18,0,Matches
1619,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-123,2002,9.8,20,9,8,7,5,10,15,66.7,5,15,2,13,8,28,25,0,Matches
1620,Iván Martín,es ESP,MF,Girona,es La Liga,26-079,1999,19.5,28,16,13,12,3,13,31,41.9,18,17,4,13,10,38,15,1,Matches
1621,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-123,2006,7.0,8,6,5,2,1,6,9,66.7,3,10,7,3,6,14,52,0,Matches
1622,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,35-025,1990,5.4,12,6,9,2,1,5,10,50.0,5,4,1,3,7,19,12,1,Matches
1623,Mario Martín,es ESP,MF,Valladolid,es La Liga,21-060,2004,17.9,59,30,29,27,3,20,45,44.4,25,28,6,22,19,78,39,7,Matches
1624,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-320,2001,22.7,20,15,8,5,7,7,23,30.4,16,10,0,10,4,24,15,0,Matches
1625,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-009,2003,24.7,38,19,24,9,5,26,53,49.1,27,13,5,8,24,62,63,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1626,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-244,1992,33.0,3,3,3,0,0,2,2,100.0,0,1,0,1,0,3,17,6,Matches
1627,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-352,1991,25.7,23,13,18,5,0,15,21,71.4,6,18,7,11,18,41,104,1,Matches
1628,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-133,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1629,Josep Martinez,es ESP,GK,Inter,it Serie A,26-342,1998,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1630,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-255,1997,28.5,30,16,10,12,8,13,25,52.0,12,21,3,18,10,40,15,0,Matches
1631,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-106,1998,19.5,40,24,25,12,3,21,36,58.3,15,22,8,14,32,72,57,1,Matches
1632,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-359,1996,3.9,12,7,9,3,0,8,13,61.5,5,5,2,3,3,15,25,1,Matches
1633,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-194,2002,1.1,2,1,1,1,0,0,0,,0,0,0,0,2,4,14,0,Matches
1634,Toni Martínez,es ESP,"FW,MF",Alavés,es La Liga,27-308,1997,10.1,11,6,4,4,3,3,4,75.0,1,7,2,5,0,11,11,0,Matches
1635,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,20-093,2005,2.0,5,4,3,2,0,3,6,50.0,3,1,0,1,1,6,4,1,Matches
1636,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-363,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1637,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-199,1992,23.3,29,19,16,11,2,16,28,57.1,12,16,7,9,14,43,56,0,Matches
1638,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-305,2000,9.1,21,10,10,7,4,9,22,40.9,13,15,5,10,9,30,25,0,Matches
1639,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-091,1993,18.7,24,13,11,12,1,12,28,42.9,16,27,18,9,45,69,49,2,Matches
1640,Adam Masina,ma MAR,DF,Torino,it Serie A,31-122,1994,18.5,32,15,22,9,1,22,37,59.5,15,25,15,10,24,56,83,2,Matches
1641,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-097,2001,13.1,43,23,16,19,8,13,27,48.1,14,21,7,14,12,55,34,0,Matches
1642,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,31-123,1994,9.9,16,8,5,6,5,7,14,50.0,7,9,1,8,3,19,1,1,Matches
1643,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-163,1998,10.1,14,10,10,4,0,13,28,46.4,15,17,11,6,12,26,55,0,Matches
1644,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-301,2001,8.7,13,8,5,5,3,6,8,75.0,2,9,3,6,14,27,8,2,Matches
1645,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-178,1992,25.1,41,29,23,14,4,28,36,77.8,8,26,17,9,45,86,71,3,Matches
1646,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-192,1988,5.9,6,1,1,5,0,3,9,33.3,6,4,1,3,3,9,9,0,Matches
1647,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,22-034,2003,3.5,2,0,0,2,0,0,1,0.0,1,3,0,3,1,3,9,0,Matches
1648,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-232,2002,18.2,42,30,16,21,5,11,23,47.8,12,23,9,14,24,66,18,1,Matches
1649,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,23-078,2002,0.8,3,2,0,3,0,0,0,,0,0,0,0,1,4,2,0,Matches
1650,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-310,1997,27.1,17,12,4,11,2,3,16,18.8,13,16,3,13,2,19,22,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1651,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-276,1988,20.6,38,29,12,20,6,21,38,55.3,17,19,8,11,14,52,30,1,Matches
1652,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-052,2008,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
1653,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-354,2002,25.3,26,18,15,10,1,16,24,66.7,8,45,27,18,48,74,150,0,Matches
1654,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19-362,2005,8.9,27,16,10,12,5,15,25,60.0,10,8,1,7,4,31,9,1,Matches
1655,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-205,2004,10.0,11,6,6,5,0,3,14,21.4,11,10,3,7,14,25,38,0,Matches
1656,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,27-006,1998,21.4,63,38,31,30,2,32,42,76.2,10,25,9,16,34,97,49,0,Matches
1657,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-263,1996,11.5,9,4,1,6,2,3,6,50.0,3,5,0,5,2,11,0,0,Matches
1658,Maurides,br BRA,FW,St. Pauli,de Bundesliga,31-055,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1659,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-338,1998,17.9,34,19,16,10,8,14,42,33.3,28,26,2,24,11,45,15,0,Matches
1660,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-144,1997,21.6,32,22,22,9,1,14,25,56.0,11,23,17,6,38,70,117,1,Matches
1661,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-016,2005,15.6,39,27,26,11,2,26,43,60.5,17,22,5,17,25,64,41,1,Matches
1662,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,21-040,2004,2.7,3,1,0,2,1,1,2,50.0,1,0,0,0,1,4,4,0,Matches
1663,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-029,1997,9.3,2,2,1,1,0,1,5,20.0,4,3,0,3,0,2,6,0,Matches
1664,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-352,2006,7.6,23,14,8,12,3,7,12,58.3,5,8,3,5,5,28,9,0,Matches
1665,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-171,1997,29.3,102,60,53,36,13,51,85,60.0,34,33,8,25,34,136,88,1,Matches
1666,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-170,1995,3.7,9,6,4,5,0,5,7,71.4,2,5,2,3,3,12,10,0,Matches
1667,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-281,1995,7.7,15,7,7,5,3,8,15,53.3,7,5,2,3,5,20,24,0,Matches
1668,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-108,2004,7.8,15,10,7,6,2,7,13,53.8,6,7,0,7,3,18,3,0,Matches
1669,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-126,2006,2.5,6,2,3,2,1,0,4,0.0,4,6,0,6,1,7,0,0,Matches
1670,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-135,1998,27.3,8,5,1,3,4,1,5,20.0,4,3,0,3,0,8,1,0,Matches
1671,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-100,2008,2.8,3,2,1,1,1,2,7,28.6,5,1,0,1,2,5,2,0,Matches
1672,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-270,1999,33.9,44,29,17,14,13,17,30,56.7,13,22,3,19,14,58,46,1,Matches
1673,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,22-198,2002,3.4,4,2,0,4,0,1,7,14.3,6,8,0,8,2,6,1,0,Matches
1674,Kasey McAteer,ie IRL,"FW,MF",Leicester City,eng Premier League,23-163,2001,6.8,14,11,7,4,3,9,21,42.9,12,13,1,12,3,17,11,0,Matches
1675,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28-334,1996,17.4,13,7,5,6,2,5,11,45.5,6,14,5,9,5,18,21,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1676,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,35-152,1989,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,Matches
1677,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-198,1994,22.8,31,22,10,13,8,11,27,40.7,16,21,2,19,14,45,16,3,Matches
1678,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,28-173,1996,25.4,18,12,13,5,0,9,12,75.0,3,34,26,8,9,27,146,2,Matches
1679,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,26-249,1998,22.6,30,12,16,10,4,13,22,59.1,9,27,8,19,12,42,32,0,Matches
1680,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-068,1999,25.7,48,28,29,18,1,30,42,71.4,12,26,15,11,21,69,121,1,Matches
1681,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,25-163,1999,14.0,11,6,5,4,2,8,19,42.1,11,7,0,7,5,16,2,1,Matches
1682,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,28-147,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
1683,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-147,1996,29.6,40,23,12,25,3,18,36,50.0,18,19,4,15,23,63,47,0,Matches
1684,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,26-239,1998,16.9,13,11,9,3,1,8,18,44.4,10,29,19,10,21,34,102,4,Matches
1685,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25-341,1999,25.3,40,25,19,17,4,21,34,61.8,13,30,10,20,30,70,54,0,Matches
1686,Ben Mee,eng ENG,DF,Brentford,eng Premier League,35-225,1989,2.0,2,2,0,2,0,1,1,100.0,0,3,3,0,4,6,7,0,Matches
1687,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18-310,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1688,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-168,2003,0.7,2,0,0,2,0,0,0,,0,4,0,4,1,3,0,0,Matches
1689,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,23-152,2001,4.5,4,2,1,1,2,1,2,50.0,1,3,3,0,3,7,13,2,Matches
1690,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,23-152,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1691,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-205,2007,6.0,2,0,0,2,0,1,1,100.0,0,1,0,1,0,2,5,0,Matches
1692,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,22-034,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1693,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27-364,1997,20.4,27,15,15,6,6,12,31,38.7,19,18,1,17,15,42,12,1,Matches
1694,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,26-075,1999,1.0,1,1,1,0,0,0,4,0.0,4,0,0,0,0,1,2,0,Matches
1695,Arthur Melo,br BRA,MF,Girona,es La Liga,28-265,1996,6.3,20,8,7,12,1,12,21,57.1,9,3,1,2,5,25,6,1,Matches
1696,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-319,2002,17.6,29,18,14,12,3,22,37,59.5,15,25,8,17,17,46,35,2,Matches
1697,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-117,1997,14.8,19,12,5,10,4,8,22,36.4,14,12,1,11,7,26,16,1,Matches
1698,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20-342,2004,7.7,28,20,14,14,0,18,25,72.0,7,7,3,4,5,33,27,0,Matches
1699,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-330,1995,11.2,17,14,7,6,4,9,12,75.0,3,11,4,7,9,26,8,1,Matches
1700,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-315,1992,3.5,9,6,3,4,2,4,10,40.0,6,6,2,4,4,13,3,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1701,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-290,1998,23.2,60,39,29,21,10,28,57,49.1,29,25,4,21,45,105,77,0,Matches
1702,Alex Meret,it ITA,GK,Napoli,it Serie A,28-043,1997,30.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,16,0,Matches
1703,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-316,1996,15.8,38,22,6,21,11,15,29,51.7,14,18,5,13,14,52,24,1,Matches
1704,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-353,2002,16.7,19,14,10,4,5,7,13,53.8,6,18,4,14,13,32,16,1,Matches
1705,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-329,1999,4.6,10,6,4,4,2,2,10,20.0,8,3,0,3,2,12,4,1,Matches
1706,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,22-006,2003,4.9,15,8,6,6,3,7,8,87.5,1,9,1,8,9,24,11,0,Matches
1707,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33-356,1991,7.1,10,7,6,4,0,3,8,37.5,5,4,2,2,6,16,13,0,Matches
1708,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,25-180,1999,3.9,2,0,1,1,0,0,5,0.0,5,4,0,4,3,5,5,0,Matches
1709,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-353,1993,10.0,13,8,6,7,0,4,7,57.1,3,9,3,6,12,25,60,0,Matches
1710,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-234,1991,18.4,51,36,31,14,6,32,47,68.1,15,18,6,12,30,81,54,0,Matches
1711,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,34-021,1991,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1712,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-196,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1713,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19-317,2005,1.1,5,3,3,2,0,2,4,50.0,2,2,0,2,1,6,2,0,Matches
1714,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-352,2005,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
1715,Miguel,es ESP,FW,Leganés,es La Liga,25-243,1999,18.6,16,7,6,4,6,4,14,28.6,10,14,4,10,4,20,23,1,Matches
1716,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,25-091,2000,14.3,29,15,8,13,8,9,22,40.9,13,18,0,18,8,37,6,0,Matches
1717,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-185,2000,14.8,6,5,1,2,3,3,9,33.3,6,11,0,11,4,10,5,0,Matches
1718,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21-330,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
1719,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-204,1997,33.0,43,26,30,11,2,21,27,77.8,6,39,23,16,24,67,178,1,Matches
1720,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-003,2006,2.8,11,9,4,6,1,6,11,54.5,5,5,1,4,2,13,5,2,Matches
1721,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-073,1997,34.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,4,Matches
1722,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-106,1998,10.4,19,17,14,5,0,7,12,58.3,5,13,8,5,12,31,35,0,Matches
1723,Luis Milla,es ESP,MF,Getafe,es La Liga,30-209,1994,28.9,52,34,27,20,5,29,62,46.8,33,23,0,23,21,73,27,2,Matches
1724,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32-223,1992,3.5,4,1,3,0,1,0,14,0.0,14,9,2,7,2,6,4,0,Matches
1725,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22-291,2002,19.1,26,12,10,13,3,9,30,30.0,21,26,0,26,11,37,6,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1726,James Milner,eng ENG,MF,Brighton,eng Premier League,39-120,1986,1.9,5,2,1,3,1,3,3,100.0,0,4,2,2,2,7,2,1,Matches
1727,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-170,1996,25.4,35,20,18,13,4,11,21,52.4,10,23,10,13,37,72,91,4,Matches
1728,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-223,1994,26.5,59,27,38,19,2,36,47,76.6,11,54,31,23,33,92,155,3,Matches
1729,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-108,1995,22.9,31,18,7,14,10,15,41,36.6,26,23,1,22,9,40,18,0,Matches
1730,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-119,2004,4.9,9,8,3,5,1,4,9,44.4,5,3,2,1,6,15,17,0,Matches
1731,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-052,1993,11.7,6,5,5,1,0,2,2,100.0,0,13,11,2,7,13,58,1,Matches
1732,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-356,1999,25.6,31,18,16,10,5,22,57,38.6,35,27,4,23,20,51,37,3,Matches
1733,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,19-105,2006,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
1734,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20-286,2004,16.6,43,31,23,12,8,17,45,37.8,28,17,0,17,10,53,28,0,Matches
1735,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-314,1999,9.4,7,5,2,2,3,2,7,28.6,5,4,0,4,2,9,7,0,Matches
1736,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27-320,1997,6.6,10,6,6,4,0,2,8,25.0,6,3,0,3,4,14,8,0,Matches
1737,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-105,2000,23.6,32,18,11,14,7,14,30,46.7,16,20,3,17,21,53,46,1,Matches
1738,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,21-274,2003,18.6,28,15,6,14,8,18,33,54.5,15,20,1,19,7,35,13,2,Matches
1739,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,25-245,1999,31.7,85,52,53,25,7,21,41,51.2,20,62,12,50,14,99,97,2,Matches
1740,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27-349,1997,28.0,43,26,14,13,16,18,46,39.1,28,46,3,43,13,56,10,0,Matches
1741,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-047,1997,25.7,76,53,41,28,7,51,71,71.8,20,43,11,32,43,119,96,2,Matches
1742,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,28-039,1997,5.0,8,5,2,1,5,4,9,44.4,5,10,1,9,2,10,2,0,Matches
1743,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-103,1989,25.6,40,23,16,16,8,19,44,43.2,25,29,5,24,17,57,41,0,Matches
1744,Jakub Moder,pl POL,MF,Brighton,eng Premier League,26-027,1999,0.1,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,3,0,Matches
1745,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,25-209,1999,5.4,15,11,4,8,3,7,8,87.5,1,9,0,9,8,23,11,0,Matches
1746,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,39-237,1985,16.7,28,18,16,11,1,14,30,46.7,16,13,5,8,23,51,14,0,Matches
1747,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,5.0,5,5,1,3,1,1,2,50.0,1,4,0,4,0,5,5,0,Matches
1748,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25-344,1999,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1749,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-157,1997,12.6,17,9,5,8,4,4,12,33.3,8,10,2,8,10,27,25,0,Matches
1750,Johan Mojica,co COL,DF,Mallorca,es La Liga,32-256,1992,27.3,33,22,25,5,3,18,36,50.0,18,10,4,6,25,58,74,2,Matches
