Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 30_level_0
273,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,34-265,1990,6,62,10,2.0,0.7,0,,0,6,10,3,1.50,1,0,+1,+1.45,+1.84,0.8,0.7,+0.1,+0.10,+0.34,Matches
274,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-009,1990,19,1510,79,54.1,16.8,16,88,14,3,33,12,0.79,11,29,-18,-1.07,-0.86,16.9,25.6,-8.7,-0.52,+0.18,Matches
275,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,18-294,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
276,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,29-039,1996,12,811,68,27.3,9.0,10,76,4,2,26,4,0.92,10,20,-10,-1.11,-1.57,13.1,11.2,+1.9,+0.21,-0.17,Matches
277,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-208,2004,2,10,5,0.3,0.1,0,,0,2,5,6,0.00,0,1,-1,-9.00,-8.69,0.2,0.3,-0.2,-1.52,-0.92,Matches
278,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,21-080,2004,5,27,5,0.9,0.3,0,,0,5,5,8,0.60,0,1,-1,-3.33,-2.32,0.3,0.9,-0.6,-1.91,-1.26,Matches
279,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,24-095,2001,14,574,41,18.2,6.4,6,59,0,8,28,5,0.57,2,11,-9,-1.41,-0.57,6.6,11.1,-4.6,-0.71,-0.10,Matches
280,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,25-023,2000,11,407,37,12.9,4.5,4,71,1,7,18,12,0.82,6,12,-6,-1.33,-0.44,2.5,7.0,-4.5,-0.99,-0.50,Matches
281,Mamady Bangré,bf BFA,MF,Toulouse,fr Ligue 1,23-323,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
282,Mattia Bani,it ITA,DF,Genoa,it Serie A,31-145,1993,17,1333,78,43.6,14.8,17,78,12,0,,3,1.24,12,16,-4,-0.27,+0.15,15.4,19.5,-4.1,-0.28,-0.08,Matches
283,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-154,2006,8,278,35,10.0,3.1,2,74,0,6,22,11,2.13,1,2,-1,-0.32,-0.04,1.4,5.2,-3.9,-1.25,-0.92,Matches
284,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,23-220,2001,11,101,9,3.5,1.1,0,,0,11,9,9,1.00,1,2,-1,-0.89,-0.57,1.3,1.5,-0.1,-0.09,+0.18,Matches
285,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,18-061,2007,3,12,4,0.4,0.1,0,,0,3,4,7,0.00,1,0,+1,+7.50,+9.24,0.4,0.1,+0.3,+2.32,+3.27,Matches
286,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,30-152,1994,1,54,54,1.8,0.6,1,54,0,0,,1,1.00,0,0,0,0.00,-0.57,0.8,0.2,+0.6,+0.93,+0.77,Matches
287,Federico Barba,it ITA,DF,Como,it Serie A,31-245,1993,7,431,62,13.7,4.8,5,82,3,2,12,8,0.57,3,9,-6,-1.25,-1.35,4.2,3.4,+0.8,+0.16,+0.11,Matches
288,Hugo Barbet,fr FRA,GK,Nantes,fr Ligue 1,23-163,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
289,Matteo Barbini,it ITA,DF,Genoa,it Serie A,18-144,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
290,Valentín Barco,ar ARG,MF,Brighton,eng Premier League,20-285,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
291,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20-285,2004,7,288,41,9.7,3.2,3,75,1,4,16,7,1.86,3,4,-1,-0.31,-0.04,4.3,4.4,-0.1,-0.03,+0.24,Matches
292,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20-285,2004,12,996,83,34.6,11.1,12,83,5,0,,0,2.50,19,5,+14,+1.27,+1.27,16.0,14.9,+1.1,+0.10,+0.45,Matches
293,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,22-244,2002,32,2055,64,71.4,22.8,25,74,7,7,28,0,2.44,61,19,+42,+1.84,+0.75,60.6,18.5,+42.1,+1.85,+0.55,Matches
