Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
517,Fares Chaïbi,dz ALG,"FW,MF",Eint Frankfurt,de Bundesliga,22-157,2002,10.1,522,29,99,206,222,32,522,8,5,62.5,2,25.0,263,1213,528,14,12,4,17,6,322,66,Matches
518,Trevoh Chalobah,eng ENG,DF,Crystal Palace,eng Premier League,25-303,1999,11.8,594,66,275,276,51,14,594,10,6,60.0,2,20.0,278,1213,661,11,9,1,4,7,317,6,Matches
519,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,25-303,1999,8.3,668,55,279,340,54,11,668,3,1,33.3,0,0.0,374,1493,696,4,2,0,3,2,501,2,Matches
520,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,35-036,1990,0.3,31,1,8,14,9,1,31,1,0,0.0,1,100.0,16,72,45,1,2,0,1,0,21,4,Matches
521,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,eng Premier League,28-077,1997,7.9,314,7,57,158,104,12,314,7,4,57.1,3,42.9,148,759,403,11,7,0,11,3,215,20,Matches
522,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,30-133,1994,25.8,1447,210,825,580,46,25,1447,0,0,,0,,762,3436,1761,7,6,1,7,0,892,5,Matches
523,Gabriel Charpentier,cg CGO,FW,Parma,it Serie A,25-352,1999,3.0,111,7,22,35,58,12,111,6,2,33.3,3,50.0,55,337,138,6,4,2,16,4,64,16,Matches
524,Raúl Chasco,es ESP,DF,Valladolid,es La Liga,21-233,2003,1.4,74,2,36,32,7,0,74,2,0,0.0,2,100.0,28,103,54,1,0,0,3,1,28,2,Matches
525,Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,21-041,2004,8.2,622,65,253,334,40,4,622,5,2,40.0,3,60.0,334,1209,546,6,7,0,4,1,453,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
526,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,es La Liga,27-024,1998,25.4,1660,85,527,704,444,25,1660,29,8,27.6,17,58.6,768,3598,1894,48,28,5,37,5,928,117,Matches
527,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,24-095,2001,22.3,1398,161,629,678,103,22,1398,10,3,30.0,6,60.0,678,2625,1180,9,16,0,11,11,854,12,Matches
528,Jhoanner Chávez,ec ECU,"DF,MF",Lens,fr Ligue 1,23-009,2002,6.6,373,21,107,145,125,15,373,6,3,50.0,3,50.0,179,853,403,14,6,3,11,8,208,36,Matches
529,Walid Cheddira,ma MAR,FW,Napoli,it Serie A,27-102,1998,0.1,3,0,0,1,2,0,3,0,0,,0,,1,3,0,0,0,0,0,0,2,1,Matches
530,Walid Cheddira,ma MAR,FW,Espanyol,es La Liga,27-102,1998,6.8,190,5,21,93,79,30,190,18,4,22.2,13,72.2,99,449,201,7,5,7,25,9,131,32,Matches
531,Chema,es ESP,MF,Real Madrid,es La Liga,20-009,2005,0.1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
532,Théo Chennahi,fr FRA,"MF,DF",Montpellier,fr Ligue 1,20-087,2005,0.1,5,0,2,2,1,0,5,0,0,,0,,2,7,5,0,0,0,0,0,2,0,Matches
533,Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,18-140,2006,3.6,107,1,7,50,51,12,107,12,3,25.0,8,66.7,71,404,183,8,5,3,11,9,78,16,Matches
534,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,21-260,2003,20.4,1410,6,115,602,718,107,1410,87,43,49.4,39,44.8,909,5657,3074,85,78,34,44,40,1104,163,Matches
535,Youssef Chermiti,pt POR,"FW,MF",Everton,eng Premier League,20-345,2004,0.5,15,0,0,6,9,3,15,1,1,100.0,0,0.0,7,21,2,0,0,0,0,1,13,6,Matches
536,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,23-179,2001,31.0,1055,843,1049,7,0,0,1055,0,0,,0,,673,3545,2143,0,0,0,0,0,586,0,Matches
537,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,19-333,2005,3.2,243,51,131,105,7,3,243,0,0,,0,,100,422,195,0,0,0,1,0,120,1,Matches
538,Julián Chicco,ar ARG,MF,Leganés,es La Liga,27-111,1998,2.3,128,3,22,79,28,2,128,4,2,50.0,1,25.0,73,365,191,7,5,0,11,4,82,4,Matches
539,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,35-038,1990,1.0,54,45,53,1,0,0,54,0,0,,0,,30,156,107,0,0,0,0,0,31,0,Matches
540,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,27-191,1997,0.4,32,0,5,12,15,4,32,1,0,0.0,1,100.0,22,80,35,2,0,1,1,3,24,6,Matches
541,Ben Chilwell,eng ENG,DF,Crystal Palace,eng Premier League,28-134,1996,1.5,98,6,35,43,25,1,98,5,2,40.0,2,40.0,39,203,146,2,1,0,2,2,42,10,Matches
542,Chiquinho,pt POR,MF,Wolves,eng Premier League,25-088,2000,0.1,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0,Matches
543,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,25-088,2000,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12,Matches
544,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27-346,1997,23.3,1520,46,320,1001,214,3,1520,6,2,33.3,4,66.7,832,3577,1616,8,12,1,12,7,1087,23,Matches
545,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,23-222,2001,17.7,884,73,268,485,135,6,884,15,8,53.3,7,46.7,418,1963,780,15,9,0,10,10,488,32,Matches
546,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,eng Premier League,27-215,1997,1.5,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,4,2,2,1,0,71,6,Matches
547,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,29-024,1996,1.3,115,3,25,84,6,0,115,0,0,,0,,73,289,152,1,1,0,0,0,89,1,Matches
548,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,30-071,1995,23.5,1376,74,256,773,372,46,1376,48,23,47.9,22,45.8,726,3802,1773,34,40,8,44,25,777,44,Matches
549,Carney Chukwuemeka,eng ENG,MF,Dortmund,de Bundesliga,21-196,2003,2.6,155,1,7,67,83,20,155,12,6,50.0,3,25.0,97,511,300,14,10,8,11,7,106,21,Matches
550,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,25-347,1999,9.5,521,7,59,184,284,52,521,43,23,53.5,19,44.2,346,2489,1370,44,32,19,23,9,382,112,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
551,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,20-098,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
552,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,36-012,1989,25.9,1079,867,1066,13,0,0,1079,0,0,,0,,609,3115,2050,0,0,0,4,0,514,0,Matches
553,Alessandro Circati,au AUS,DF,Parma,it Serie A,21-206,2003,4.0,219,57,135,83,1,0,219,0,0,,0,,98,406,210,1,0,0,3,2,125,0,Matches
554,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,31-049,1994,21.0,1311,90,403,775,143,17,1311,21,12,57.1,8,38.1,684,2814,1404,16,22,1,14,19,791,12,Matches
555,Alphadjo Cissè,it ITA,"FW,MF",Hellas Verona,it Serie A,18-194,2006,0.1,11,0,1,6,4,0,11,0,0,,0,,6,15,3,0,0,0,0,0,10,0,Matches
556,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,21-093,2004,10.5,645,17,114,377,170,3,645,17,12,70.6,4,23.5,379,2267,1073,15,23,0,11,13,465,13,Matches
557,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,24-083,2001,23.2,1195,41,248,758,206,17,1195,42,28,66.7,9,21.4,667,3176,1534,22,29,2,30,25,770,36,Matches
558,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,20-142,2004,0.1,8,0,0,3,5,0,8,0,0,,0,,4,8,2,0,0,0,1,0,4,2,Matches
559,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,30-084,1995,11.1,489,20,92,219,182,16,489,11,5,45.5,6,54.5,265,1212,578,17,8,3,17,13,285,47,Matches
560,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,24-063,2001,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2,Matches
561,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,eng Premier League,24-162,2000,11.7,486,22,115,198,187,32,486,42,22,52.4,14,33.3,272,1968,1015,32,18,9,20,18,293,47,Matches
562,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26-332,1998,21.0,865,11,100,421,369,54,865,83,38,45.8,37,44.6,533,3585,1667,55,42,8,73,43,622,90,Matches
563,Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,32-221,1992,23.7,1548,75,365,583,614,63,1548,24,10,41.7,13,54.2,675,3063,1741,46,22,9,32,8,829,151,Matches
564,Silvi Clúa,es ESP,MF,Girona,es La Liga,20-095,2005,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3,Matches
565,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,34-029,1991,5.4,273,18,111,125,37,3,273,1,0,0.0,1,100.0,158,651,314,6,2,3,5,2,178,8,Matches
566,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,32-068,1993,16.0,1036,199,569,450,18,6,1036,2,1,50.0,1,50.0,676,2936,1556,3,3,1,4,2,762,0,Matches
567,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28-314,1996,10.6,606,47,198,294,118,4,606,10,3,30.0,7,70.0,295,1321,583,12,9,1,11,6,344,39,Matches
568,Saúl Coco,gq EQG,DF,Torino,it Serie A,26-084,1999,31.6,1879,241,863,961,65,17,1879,9,7,77.8,2,22.2,1135,5790,3043,17,8,0,13,2,1227,3,Matches
569,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,36-205,1988,2.2,100,11,39,43,19,2,100,5,4,80.0,1,20.0,43,225,109,1,1,0,1,1,51,2,Matches
570,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,24-004,2001,34.0,2202,355,1153,898,161,65,2202,12,6,50.0,5,41.7,1147,6263,3697,28,10,0,16,8,1329,18,Matches
571,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-114,2004,15.4,1032,77,375,504,157,19,1032,33,12,36.4,17,51.5,587,3104,1358,30,21,6,16,11,651,42,Matches
572,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,21-121,2004,2.0,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2,Matches
573,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,23-057,2002,23.6,794,17,73,391,341,81,793,48,23,47.9,24,50.0,415,2071,815,26,26,10,83,48,521,114,Matches
574,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25-358,1999,15.7,587,8,58,243,289,46,587,25,10,40.0,13,52.0,384,2330,1059,37,34,13,25,22,431,126,Matches
575,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,22-067,2003,31.0,2669,330,1241,1310,128,35,2669,10,6,60.0,4,40.0,1526,6959,3857,13,11,1,13,8,1964,11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
576,Florinel Coman,ro ROU,"FW,MF",Cagliari,it Serie A,27-024,1998,2.9,121,2,23,50,50,8,121,5,2,40.0,2,40.0,84,472,178,5,8,2,12,6,98,22,Matches
577,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28-325,1996,12.9,836,13,78,295,472,76,836,71,37,52.1,31,43.7,539,3386,1633,57,29,22,24,16,652,192,Matches
578,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,27-089,1998,16.9,947,103,519,400,30,6,947,3,3,100.0,0,0.0,506,2582,1312,7,3,0,11,2,618,4,Matches
579,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28-211,1996,26.1,1626,94,407,914,314,60,1626,29,15,51.7,12,41.4,847,3987,2348,37,28,5,35,43,1085,52,Matches
580,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20-073,2005,22.2,1346,149,651,647,50,8,1346,1,0,0.0,1,100.0,774,3219,1488,7,7,1,13,4,849,6,Matches
581,Francisco Conceição,pt POR,"FW,MF",Juventus,it Serie A,22-141,2002,12.4,619,7,64,205,364,74,619,69,32,46.4,32,46.4,462,3650,1922,80,26,49,28,19,493,127,Matches
582,Diego Conde,es ESP,GK,Villarreal,es La Liga,26-188,1998,20.8,659,569,654,5,0,0,659,0,0,,0,,382,1923,1132,0,0,0,1,0,330,0,Matches
583,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,27-035,1998,8.8,424,9,57,184,185,32,424,10,4,40.0,6,60.0,232,928,383,12,17,2,30,9,289,59,Matches
584,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,28-239,1996,0.0,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,Matches
585,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28-299,1996,9.9,301,4,38,120,152,34,301,13,6,46.2,6,46.2,195,1243,705,29,11,12,23,8,218,75,Matches
586,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,28-090,1997,31.3,1814,85,427,954,453,19,1814,18,11,61.1,7,38.9,791,3977,2113,33,29,4,29,17,904,49,Matches
587,Copete,es ESP,DF,Mallorca,es La Liga,25-206,1999,15.3,886,150,459,399,30,12,886,5,4,80.0,0,0.0,448,2202,1272,10,3,0,7,2,516,2,Matches
588,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,21-127,2003,29.5,1459,162,779,652,36,20,1459,4,1,25.0,3,75.0,700,3499,1345,4,4,0,9,5,744,3,Matches
589,Francis Coquelin,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-356,1991,0.7,33,3,7,21,5,2,33,0,0,,0,,18,47,18,0,0,0,2,0,16,1,Matches
590,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-174,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,Matches
591,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-160,1997,14.8,1431,100,504,850,80,13,1431,2,0,0.0,2,100.0,967,4068,2233,9,13,0,8,2,1118,11,Matches
592,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-219,1996,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5,Matches
593,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,28-219,1996,2.6,95,1,9,42,45,13,95,8,3,37.5,4,50.0,53,306,154,8,7,5,5,3,71,26,Matches
594,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-143,1996,6.4,397,41,171,154,78,0,397,7,2,28.6,5,71.4,190,838,459,11,8,0,4,2,212,17,Matches
595,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,30-056,1995,8.1,375,4,52,115,214,69,375,33,12,36.4,20,60.6,242,1198,601,24,15,10,26,15,269,69,Matches
596,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-264,1994,5.7,316,4,21,146,151,27,316,4,1,25.0,3,75.0,212,993,444,14,10,2,9,3,258,35,Matches
597,Thierry Correia,pt POR,DF,Valencia,es La Liga,26-056,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,Matches
598,Alberto costa,pt POR,"DF,MF",Juventus,it Serie A,21-217,2003,1.3,127,2,24,58,46,7,127,6,1,16.7,5,83.3,69,365,230,6,3,2,3,0,84,17,Matches
599,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-282,2002,9.9,433,7,65,158,217,43,433,48,16,33.3,28,58.3,223,1847,938,40,19,24,26,19,255,73,Matches
600,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-295,1993,20.0,1345,94,525,727,103,2,1345,14,6,42.9,8,57.1,762,3276,1502,17,16,2,20,6,836,20,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
601,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-119,2001,3.9,200,1,17,86,100,15,200,9,2,22.2,7,77.8,118,810,500,14,12,4,11,5,158,20,Matches
602,Logan Costa,cv CPV,DF,Villarreal,es La Liga,24-033,2001,24.7,1546,250,824,667,62,12,1546,1,0,0.0,1,100.0,900,4812,2688,23,15,0,7,0,1033,10,Matches
603,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,24-033,2001,1.0,69,12,34,33,3,0,69,0,0,,0,,37,179,115,1,0,0,0,1,42,1,Matches
604,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-158,2000,24.6,1518,82,373,902,252,29,1518,26,9,34.6,13,50.0,839,3325,1307,22,13,1,35,30,1020,60,Matches
605,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26-031,1999,2.0,74,57,74,0,0,0,74,0,0,,0,,48,322,211,0,0,0,0,0,42,0,Matches
606,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-255,1992,9.6,579,56,224,242,116,10,579,7,2,28.6,2,28.6,231,1245,632,15,5,2,10,6,314,25,Matches
607,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,29-024,1996,26.6,1132,79,300,693,151,13,1132,31,13,41.9,12,38.7,576,3011,1041,14,17,2,30,18,660,39,Matches
608,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-197,2002,0.4,15,0,3,5,8,2,15,2,1,50.0,1,50.0,9,47,22,0,0,0,1,0,12,3,Matches
609,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,21-013,2004,0.1,9,0,1,5,3,0,9,2,1,50.0,0,0.0,4,24,10,0,0,0,1,0,6,1,Matches
610,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-202,2003,4.9,370,50,211,150,10,5,370,2,0,0.0,2,100.0,226,940,471,1,2,0,3,0,247,0,Matches
611,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24-075,2001,12.8,475,5,69,188,230,53,475,46,25,54.3,16,34.8,278,2147,1060,41,21,17,45,24,307,83,Matches
612,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-349,1999,1.2,76,8,27,31,20,4,76,1,0,0.0,1,100.0,48,288,169,4,2,1,4,0,36,2,Matches
613,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-349,1999,12.0,706,34,213,388,110,12,706,17,8,47.1,8,47.1,404,2492,1389,36,15,9,19,11,439,23,Matches
614,Marius Courcoul,fr FRA,"DF,MF",Angers,fr Ligue 1,18-123,2007,0.8,65,1,16,30,20,0,65,3,1,33.3,2,66.7,25,181,88,4,0,0,1,0,34,5,Matches
615,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-358,1992,27.0,997,878,994,3,0,0,997,1,0,0.0,1,100.0,614,2870,1822,0,0,0,0,0,611,0,Matches
616,Yan Couto,br BRA,"DF,FW",Dortmund,de Bundesliga,22-335,2002,9.9,841,28,223,380,246,16,841,32,12,37.5,18,56.3,479,2836,1461,46,31,6,14,7,544,83,Matches
617,Nicolas Cozza,fr FRA,"DF,MF",Nantes,fr Ligue 1,26-116,1999,22.5,1019,75,368,412,249,29,1019,18,5,27.8,12,66.7,389,1875,904,24,9,1,30,6,449,54,Matches
618,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-140,1989,6.5,495,33,196,236,68,1,495,1,1,100.0,0,0.0,200,773,388,4,7,0,3,0,312,2,Matches
619,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-260,2002,27.8,1854,303,994,787,87,55,1854,10,3,30.0,6,60.0,990,4098,1736,8,7,1,20,3,1148,12,Matches
620,Bryan Cristante,it ITA,MF,Roma,it Serie A,30-062,1995,19.0,1291,49,225,863,208,31,1291,9,4,44.4,4,44.4,709,3716,1822,20,21,2,20,10,912,29,Matches
621,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-167,1995,1.5,76,3,13,40,23,3,76,1,0,0.0,1,100.0,36,199,116,4,2,0,7,1,47,6,Matches
622,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-280,1992,13.0,621,58,222,307,96,4,621,4,1,25.0,2,50.0,241,888,517,8,7,2,9,3,292,11,Matches
623,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,25-009,2000,22.4,856,20,160,340,374,38,856,74,37,50.0,31,41.9,503,3150,1517,55,41,21,33,19,518,121,Matches
624,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-343,1988,8.9,693,15,113,268,316,39,693,40,17,42.5,12,30.0,443,2321,1458,40,41,14,13,9,483,85,Matches
625,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-102,2007,26.0,2615,175,958,1571,91,16,2615,7,6,85.7,1,14.3,1717,8487,4778,25,15,0,6,1,2065,6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
626,Cucho,co COL,FW,Betis,es La Liga,26-014,1999,8.8,340,4,20,160,162,37,340,21,13,61.9,8,38.1,172,955,351,18,7,9,33,8,219,48,Matches
627,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-286,1998,29.2,2014,100,603,933,486,72,2014,13,4,30.8,7,53.8,864,3613,2105,30,17,2,26,6,1259,108,Matches
628,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-168,1999,2.9,152,23,88,59,6,1,152,2,2,100.0,0,0.0,65,235,116,0,1,0,1,0,92,0,Matches
629,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-342,1999,26.9,1425,22,173,657,643,117,1424,130,58,44.6,57,43.8,819,6212,3108,104,88,36,72,48,957,147,Matches
630,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-121,1998,21.7,661,5,27,268,370,109,660,23,9,39.1,11,47.8,424,2142,1021,49,15,22,60,26,482,146,Matches
631,Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,24-264,2000,8.8,325,19,47,148,131,33,325,17,6,35.3,9,52.9,176,838,333,14,7,4,17,6,224,48,Matches
632,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-096,1995,0.3,28,2,8,11,9,1,28,0,0,,0,,11,46,33,1,1,1,0,0,15,0,Matches
633,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-237,1988,12.2,776,126,400,296,84,19,776,7,2,28.6,5,71.4,443,1697,803,10,6,1,15,1,476,16,Matches
634,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-329,2001,26.2,1726,52,347,908,478,39,1726,27,10,37.0,17,63.0,1083,5691,2807,59,49,13,19,15,1226,79,Matches
635,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,25-061,2000,0.5,37,0,3,16,18,0,37,1,0,0.0,1,100.0,21,117,35,1,2,0,1,0,25,4,Matches
636,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27-038,1998,16.0,696,471,678,18,0,0,696,0,0,,0,,411,2119,1214,0,0,0,0,0,367,0,Matches
637,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,31-120,1994,6.0,287,236,284,3,0,0,287,0,0,,0,,155,694,375,0,0,0,0,0,141,0,Matches
638,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-123,1996,4.0,263,8,65,150,49,3,263,3,1,33.3,2,66.7,160,521,211,1,6,0,4,2,192,6,Matches
639,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-207,1998,7.3,239,9,41,109,94,28,239,15,2,13.3,10,66.7,134,687,309,10,7,5,19,10,158,34,Matches
640,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23-059,2002,4.8,407,67,217,185,6,0,407,0,0,,0,,239,1305,616,1,0,0,3,0,264,0,Matches
641,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,24-274,2000,10.7,377,12,25,168,186,58,377,11,2,18.2,9,81.8,210,893,175,8,5,6,38,19,287,71,Matches
642,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,26-047,1999,31.0,1965,113,658,767,557,66,1965,53,27,50.9,22,41.5,1111,4912,2684,62,37,16,37,21,1186,164,Matches
643,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-305,2000,28.6,1659,34,303,756,622,70,1659,90,47,52.2,32,35.6,943,5196,2679,63,42,9,53,43,1100,117,Matches
644,Maat Daniel Caprini,it ITA,FW,Fiorentina,it Serie A,19-082,2006,0.1,13,0,1,6,6,0,13,2,0,0.0,1,50.0,5,35,6,0,0,0,3,1,6,3,Matches
645,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,24-007,2001,11.0,530,36,209,272,55,10,530,7,4,57.1,3,42.9,281,1296,669,8,4,0,7,4,302,8,Matches
646,Danilo,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,24-005,2001,3.0,140,8,50,78,13,0,140,6,3,50.0,3,50.0,49,217,61,2,0,0,6,0,83,1,Matches
647,Danilo,br BRA,DF,Juventus,it Serie A,33-293,1991,6.5,625,43,209,350,70,4,625,0,0,,0,,381,2018,1136,16,9,2,4,2,476,7,Matches
648,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,28-093,1997,2.2,48,0,1,13,34,8,48,4,0,0.0,4,100.0,25,207,98,4,3,2,3,0,36,17,Matches
